GamesPlayed,Completions,Attempts,CompletionPercentage,Yards,AverageYards,YardsPerGame,Touchdowns,Interceptions,PasserRating,TouchdownPercentage,InterceptionPercentage,Sacks,SackYards
16,377.2163647,577.2326786,65.46349472,4200.563485,7.263707589,263.5925836,24,11,92.92467829,4.188159797,1.908992859,27,203.0105764
